date,beta,size,leverage,book_to_price,earning_yield,growth,liquidity,nl_size,momentum,volatility
2012-06-01,1.034665703,0.842914644,1.009240143,0.991637693,1.044862288,1.056384147,0.886110193,1.035634058,1.039230554,1.012332232
2012-07-02,1.032906771,0.854631157,1.005102258,1.001454906,1.049041737,1.059447661,0.88327464,1.036566128,1.049415013,1.001702744
2012-08-01,1.03424955,0.828564907,1.000780318,0.991640648,1.047782887,1.056799042,0.87594346,1.048175669,1.048365598,1.003706149
2012-09-03,1.026802953,0.837016269,1.004383127,0.989359874,1.050402344,1.052994566,0.87471714,1.04943348,1.039454491,1.003706149
2012-10-08,1.026494912,0.830822348,1.0071954,0.994999226,1.049877143,1.05204687,0.869818724,1.05352627,1.042988636,1.00872468
2012-11-01,1.032037985,0.846275644,1.015353683,1.004849718,1.046727512,1.053519736,0.860772609,1.05910996,1.045074613,1.00055401
2012-12-03,1.021201586,0.838997674,1.016876713,1.009271057,1.061067679,1.055626776,0.876869057,1.053073033,1.030234554,1.015462265
2013-01-04,1.026001234,0.831194995,1.011487267,1.005133045,1.061173785,1.058688093,0.877395178,1.042331688,1.027761991,1.010994231
2013-02-01,1.028668837,0.82047258,1.001271245,0.99920276,1.056610738,1.066839992,0.873797858,1.03878776,1.03454522,1.013825015
2013-03-01,1.035355184,0.812760138,1.004575441,0.987412168,1.053652228,1.069293724,0.857457838,1.042111881,1.050063398,1.01200013
2013-04-01,1.035976397,0.817555422,0.999050276,0.988794545,1.049226889,1.071218452,0.852055854,1.039610812,1.064764286,1.01422653
2013-05-02,1.03452603,0.803248202,0.991457494,0.978412202,1.054263178,1.070897087,0.858787095,1.036699902,1.054329596,1.01615356
2013-06-03,1.04404367,0.805416973,0.986896789,0.965301479,1.044563956,1.081927327,0.847880499,1.040224682,1.083850824,1.010158254
2013-07-01,1.054901724,0.79389951,0.977619959,0.968969624,1.046444172,1.080196243,0.855850575,1.043969491,1.096423494,1.013794824
2013-08-01,1.050682117,0.784849055,0.975860243,0.971004461,1.045607016,1.078575949,0.84104436,1.040837582,1.078222864,1.01855966
2013-09-02,1.043642547,0.789636635,0.972347146,0.984598523,1.039960738,1.071457347,0.838773541,1.038651823,1.091161538,1.018865228
2013-10-08,1.065141583,0.784346069,0.974972484,0.985976961,1.044640562,1.072850242,0.833740899,1.037717037,1.096289998,1.006129412
2013-11-01,1.070041235,0.779090951,0.971267588,0.993864777,1.044536098,1.076712503,0.834074396,1.042282992,1.100565529,1.002406734
2013-12-02,1.0743214,0.760704404,0.961749166,0.989789931,1.048505335,1.084464833,0.830571283,1.042282992,1.116083503,1.000000957
2014-01-02,1.071205868,0.742067146,0.954055173,0.993254196,1.051126598,1.093248998,0.83530554,1.045201384,1.144097198,1.001300959
2014-02-07,1.05695883,0.725519049,0.952910306,0.996035307,1.055436217,1.093248998,0.824613629,1.053876556,1.126249282,0.996194324
2014-03-03,1.060341098,0.714563711,0.958151313,1.001015484,1.065673948,1.093576973,0.80836874,1.057986674,1.118703412,0.997190518
2014-04-01,1.063097985,0.712920215,0.954893599,1.003918429,1.062370359,1.0960922,0.802710159,1.062641815,1.118815282,0.989113275
2014-05-05,1.063629534,0.706717809,0.955848492,1.005123131,1.064707574,1.096530637,0.801586365,1.069017666,1.11355685,0.999004408
2014-06-03,1.066926785,0.696117042,0.951356004,1.002208274,1.064707574,1.097407861,0.805193503,1.077249102,1.11589532,0.999803611
2014-07-01,1.069594102,0.689016648,0.960393886,1.009624615,1.073225235,1.09861501,0.802616884,1.07961905,1.095809204,0.997704024
2014-08-01,1.069701062,0.674685102,0.960009729,1.006797666,1.069146979,1.096857226,0.80053008,1.083397717,1.098548727,0.995708616
2014-09-01,1.077295939,0.650666312,0.965577785,1.018677879,1.058990082,1.094224768,0.798848967,1.090114783,1.094703807,0.992323206
2014-10-08,1.085267929,0.645916448,0.976102583,1.033448708,1.05814289,1.08765942,0.794295528,1.085645312,1.103461437,0.984186156
2014-11-03,1.087221411,0.651342146,0.981763978,1.047193576,1.064068491,1.071453294,0.791515494,1.081736989,1.094082015,0.986351366
2014-12-01,1.111792615,0.694786667,1.009646075,1.099448535,1.077688567,1.05366717,0.79389004,1.084333158,1.095504321,0.976389217
2015-01-05,1.10656719,0.672345058,1.002376623,1.06965348,1.078981794,1.071579512,0.780552688,1.081839192,1.109417226,0.96887102
2015-02-02,1.088308831,0.673017403,0.995760938,1.075964435,1.070997328,1.081223727,0.781489351,1.078377306,1.095438569,0.976621988
2015-03-02,1.092117912,0.653365295,0.997453731,1.079730311,1.068426935,1.093117188,0.785318649,1.07913217,1.100806218,0.979258867
2015-04-01,1.094302148,0.651274526,1.019297968,1.113741816,1.056781081,1.080218405,0.779585822,1.096937851,1.13294976,0.978181683
2015-05-04,1.071431233,0.596632593,0.999829377,1.10026554,1.062170665,1.102362883,0.76929529,1.099680196,1.125698881,0.986398409
2015-06-01,1.065431218,0.579389911,1.020425862,1.143175896,1.073111022,1.105890444,0.757140424,1.107817829,1.12659944,0.971503793
2015-07-01,1.071930349,0.589703052,1.021650373,1.146376788,1.088993066,1.111419896,0.743739038,1.100173886,1.144737691,0.947216198
2015-08-03,1.090367551,0.584277784,1.030334401,1.142020557,1.08670618,1.098638567,0.742697804,1.122067347,1.159848229,0.92921909
2015-09-01,1.09745494,0.560848244,1.017764321,1.132427584,1.088227569,1.121270522,0.735790714,1.136654222,1.122965055,0.967595839
2015-10-08,1.086919372,0.54637836,1.015219911,1.122122493,1.095192225,1.116673313,0.734171975,1.14267849,1.074677558,0.994204724
2015-11-02,1.063007146,0.518185236,1.011869685,1.123020191,1.113481935,1.11845999,0.727637844,1.155362221,1.052431732,1.010509682
2015-12-01,1.07693254,0.500929668,1.01136375,1.110891573,1.122946532,1.120249526,0.7237086,1.181011262,1.046222385,1.008791815
2016-01-04,1.09911735,0.504085525,1.008835341,1.121111775,1.121037523,1.132796321,0.720090057,1.189986948,1.054069053,1.005261044
2016-02-01,1.092412734,0.500456109,1.016401606,1.132098671,1.11767441,1.130417448,0.715697507,1.192009925,1.044582432,1.007774196
2016-03-01,1.0809424,0.486343247,1.00664415,1.128815585,1.128851154,1.141269456,0.713979833,1.20571804,1.022541742,1.016944942
2016-04-01,1.088725186,0.474865546,1.003926211,1.119107771,1.128625384,1.144921518,0.71055273,1.217051789,1.020087642,1.011961911
2016-05-03,1.091446999,0.478189605,0.998705795,1.113959875,1.131334085,1.148585267,0.708989514,1.215834737,1.01284502,1.009634399
2016-06-01,1.087408645,0.46829108,0.994211619,1.110172411,1.142647426,1.159496827,0.70721704,1.222521828,1.012136028,1.009634399
2016-07-01,1.100348808,0.469930099,0.997890202,1.115390222,1.149046251,1.157525682,0.695760124,1.214942193,1.006265639,1.003980446
2016-08-01,1.096827692,0.46353905,0.997590835,1.12130179,1.145714017,1.159956486,0.694994788,1.221502881,1.005259374,1.002876068
2016-09-01,1.099569761,0.456956795,0.997391317,1.116480192,1.145026589,1.158680534,0.688948334,1.228587598,1.003047803,0.998062263
2016-10-10,1.096710879,0.453164054,1.00267749,1.123848961,1.145828107,1.154856888,0.687570437,1.234730536,1.006056947,1.000158193
2016-11-01,1.095065813,0.4538438,1.005484987,1.138346613,1.153505156,1.148620661,0.686607838,1.243744069,0.991972149,0.999458083
2016-12-01,1.101526701,0.448760749,1.007898151,1.141306314,1.146930176,1.139891144,0.676377381,1.251704031,0.998519165,0.995260359
2017-01-03,1.103289144,0.45275472,1.013038432,1.1531759,1.149682809,1.142170926,0.669343057,1.251328519,1.001914131,0.993369364
2017-02-03,1.105495722,0.450400395,1.014456686,1.157788603,1.144969109,1.144112617,0.670079334,1.251954184,0.996704177,0.997938863
2017-03-01,1.108370011,0.453778398,1.015674034,1.15709393,1.150922949,1.153608752,0.666192874,1.24632039,1.007468582,0.99684113
2017-04-05,1.114466046,0.462218677,1.01658814,1.156052546,1.154836087,1.166298448,0.659597564,1.242955325,1.018248496,0.987271456
2017-05-02,1.112125668,0.474975912,1.014961599,1.155012098,1.165460579,1.167114857,0.649439762,1.25227749,1.018553971,0.98194019
2017-06-01,1.109456566,0.467851273,1.014860103,1.156051609,1.17991229,1.170849625,0.64989437,1.245640419,1.021507777,1.000498859
2017-07-03,1.115447631,0.473792984,1.024501274,1.16391276,1.185811851,1.154808985,0.650869211,1.238415705,1.016502389,1.000398809
2017-08-01,1.116786169,0.470760709,1.020608169,1.162399674,1.181424347,1.15677216,0.652301124,1.239034912,1.017722192,1.003600086
2017-09-01,1.118461348,0.47123147,1.019893744,1.154611596,1.18201506,1.165447951,0.647604556,1.240397851,1.013854848,1.006209446
2017-10-09,1.117902117,0.47976076,1.01887385,1.145952009,1.17657779,1.173722632,0.634652464,1.249080636,1.027643274,1.006813171
2017-11-01,1.12483311,0.482351468,1.019688949,1.148587698,1.188108253,1.173722632,0.630400293,1.249954992,1.042441337,1.004598182
2017-12-01,1.125620494,0.485872634,1.022849985,1.147898546,1.192979497,1.175248471,0.627626532,1.249205019,1.055993074,1.007913356
2018-01-02,1.127196362,0.495930197,1.031441925,1.148931654,1.218151364,1.176071145,0.622793807,1.254701521,1.058738656,1.009526018
2018-02-01,1.119756866,0.492260314,1.028244455,1.150769945,1.215471431,1.189243142,0.621859617,1.241150745,1.058950404,1.020025088
2018-03-01,1.123899967,0.488617587,1.02443995,1.140297939,1.210487998,1.194832585,0.620926827,1.246115348,1.033323804,1.022575151
2018-04-02,1.122663677,0.487005149,1.023722842,1.142122415,1.211093242,1.192801369,0.611985481,1.246738406,1.049856985,1.020223228
2018-05-02,1.12502127,0.489245373,1.023415725,1.140066595,1.219207567,1.19327849,0.605559633,1.24948123,1.054056413,1.023487943
2018-06-01,1.122771228,0.488266882,1.021266552,1.146678981,1.224206318,1.194471768,0.602410723,1.250730711,1.077667276,1.028093638
2018-07-02,1.130742904,0.484116614,1.025555872,1.151265697,1.239264055,1.188977198,0.598254089,1.259110607,1.078421644,1.040019525
2018-08-01,1.142954927,0.48431026,1.029452984,1.15552538,1.236041969,1.183983494,0.594425263,1.264776605,1.085539226,1.041683556
2018-09-03,1.138040221,0.486877105,1.027188188,1.164538478,1.236289177,1.183391502,0.588599896,1.268065024,1.080437192,1.047621152
2018-10-08,1.143502814,0.48634154,1.028215376,1.165819471,1.241110705,1.179367971,0.586480936,1.276307447,1.075683268,1.045421148
2018-11-01,1.149677729,0.477927831,1.026158945,1.163021504,1.236890929,1.181137023,0.585073382,1.281029784,1.059548019,1.056084443
2018-12-03,1.15738057,0.474534544,1.02728772,1.156973792,1.242951694,1.179010976,0.579105633,1.28384805,1.067918449,1.052176931
2019-01-02,1.171384875,0.479422249,1.025438602,1.155238331,1.255256916,1.19127269,0.579279365,1.284233204,1.084364393,1.060173476
2019-02-01,1.15861678,0.476306005,1.02830983,1.167368334,1.237055691,1.179598218,0.587736844,1.278967848,1.071677329,1.087525951
2019-03-01,1.149927154,0.465303336,1.030572112,1.169819807,1.233097113,1.177828821,0.58767807,1.273851977,1.083358612,1.095464891
2019-04-01,1.1586666,0.465489457,1.029850711,1.170053771,1.2342069,1.182186787,0.578804131,1.286080956,1.092133817,1.093164414
2019-05-06,1.172338866,0.455574532,1.027893995,1.161863395,1.236675314,1.173675042,0.575389187,1.298427333,1.109061891,1.088573124
2019-06-03,1.176324818,0.456440124,1.024501945,1.16360619,1.233212623,1.183886015,0.576367348,1.303880727,1.116492606,1.087266836
